Crop Production Statistics,,,,,
,,,,,
State/Crop/District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Himachal Pradesh,,,,,
Arhar/Tur,,,,,
, 2018-19,Kharif     ,310,78,0.25
, 2019-20,Kharif     ,298,75,0.25
, 2020-21,Kharif     ,289,82,0.28
 7.NAINITAL, 2000-01,Kharif     ,34,7,0.21
, 2001-02,Kharif     ,17,3,0.18
, 2002-03,Kharif     ,25,3,0.12
, 2003-04,Kharif     ,15,3,0.2
, 2004-05,Kharif     ,25,6,0.24
, 2005-06,Kharif     ,23,6,0.26
, 2006-07,Kharif     ,15,4,0.27
, 2007-08,Kharif     ,17,4,0.24
, 2008-09,Kharif     ,20,5,0.25
, 2009-10,Kharif     ,5,1,0.2
, 2010-11,Kharif     ,15,3,0.2
, 2011-12,Kharif     ,11,1,0.09
, 2012-13,Kharif     ,22,6,0.27
, 2013-14,Kharif     ,25,4,0.16
, 2014-15,Kharif     ,11,1,0.09
, 2015-16,Kharif     ,19,2,0.11
, 2016-17,Kharif     ,9,1,0.11
, 2017-18,Kharif     ,15,2,0.13
, 2018-19,Kharif     ,19,3,0.16
, 2019-20,Kharif     ,23,5,0.22
, 2020-21,Kharif     ,8,1,0.13
 8.PAURI GARHWAL, 2000-01,Kharif     ,105,16,0.15
, 2001-02,Kharif     ,67,11,0.16
, 2002-03,Kharif     ,85,9,0.11
, 2003-04,Kharif     ,58,7,0.12
, 2004-05,Kharif     ,116,26,0.22
, 2005-06,Kharif     ,101,24,0.24
, 2006-07,Kharif     ,82,14,0.17
, 2007-08,Kharif     ,93,19,0.2
, 2008-09,Kharif     ,92,17,0.18
, 2009-10,Kharif     ,91,16,0.18
, 2010-11,Kharif     ,81,16,0.2
, 2011-12,Kharif     ,52,10,0.19
, 2012-13,Kharif     ,52,17,0.33
, 2013-14,Kharif     ,51,16,0.31
, 2014-15,Kharif     ,38,13,0.34
, 2015-16,Kharif     ,33,10,0.3
, 2016-17,Kharif     ,56,11,0.2
, 2017-18,Kharif     ,55,11,0.2
, 2018-19,Kharif     ,23,5,0.22
, 2019-20,Kharif     ,19,4,0.21
, 2020-21,Kharif     ,36,9,0.25
 9.PITHORAGARH, 2000-01,Kharif     ,213,33,0.15
, 2001-02,Kharif     ,10,2,0.2
, 2002-03,Kharif     ,27,4,0.15
, 2003-04,Kharif     ,24,3,0.13
, 2004-05,Kharif     ,21,5,0.24
, 2005-06,Kharif     ,25,6,0.24
, 2006-07,Kharif     ,52,10,0.19
, 2007-08,Kharif     ,22,4,0.18
, 2008-09,Kharif     ,200,43,0.22
, 2009-10,Kharif     ,56,12,0.21
, 2010-11,Kharif     ,51,13,0.25
, 2011-12,Kharif     ,58,15,0.26
, 2012-13,Kharif     ,21,6,0.29
, 2013-14,Kharif     ,61,17,0.28
, 2014-15,Kharif     ,46,13,0.28
, 2015-16,Kharif     ,63,18,0.29
, 2016-17,Kharif     ,48,14,0.29
, 2017-18,Kharif     ,49,14,0.29
, 2018-19,Kharif     ,29,8,0.28
, 2019-20,Kharif     ,56,16,0.29
, 2020-21,Kharif     ,26,7,0.27
 10.RUDRA PRAYAG, 2000-01,Kharif     ,11,2,0.18
, 2001-02,Kharif     ,17,3,0.18
, 2002-03,Kharif     ,3,,0
, 2003-04,Kharif     ,15,2,0.13
, 2004-05,Kharif     ,17,4,0.24
, 2005-06,Kharif     ,29,6,0.21
, 2006-07,Kharif     ,27,6,0.22
, 2007-08,Kharif     ,21,5,0.24
, 2008-09,Kharif     ,49,8,0.16
, 2009-10,Kharif     ,24,4,0.17
, 2010-11,Kharif     ,7,1,0.14
, 2011-12,Kharif     ,12,3,0.25
, 2012-13,Kharif     ,26,9,0.35
, 2013-14,Kharif     ,27,9,0.33
, 2014-15,Kharif     ,3,1,0.33
, 2015-16,Kharif     ,5,2,0.4
, 2016-17,Kharif     ,2,1,0.5
, 2017-18,Kharif     ,10,2,0.2
, 2018-19,Kharif     ,13,3,0.23
, 2019-20,Kharif     ,23,6,0.26
, 2020-21,Kharif     ,8,2,0.25
 11.TEHRI GARHWAL, 2000-01,Kharif     ,529,53,0.1
, 2001-02,Kharif     ,395,47,0.12
, 2002-03,Kharif     ,735,81,0.11
, 2003-04,Kharif     ,379,64,0.17
, 2004-05,Kharif     ,463,104,0.22
, 2005-06,Kharif     ,397,81,0.2
, 2006-07,Kharif     ,374,79,0.21
, 2007-08,Kharif     ,361,63,0.17
, 2008-09,Kharif     ,409,72,0.18
, 2009-10,Kharif     ,273,48,0.18
, 2010-11,Kharif     ,257,46,0.18
, 2011-12,Kharif     ,396,78,0.2
, 2012-13,Kharif     ,449,109,0.24
, 2013-14,Kharif     ,432,105,0.24
, 2014-15,Kharif     ,373,92,0.25
, 2015-16,Kharif     ,418,108,0.26
, 2016-17,Kharif     ,470,141,0.3
, 2017-18,Kharif     ,508,160,0.31
, 2018-19,Kharif     ,483,154,0.32
, 2019-20,Kharif     ,443,141,0.32
, 2020-21,Kharif     ,498,134,0.27
 12.UDAM SINGH NAGAR, 2001-02,Kharif     ,4,1,0.25
, 2002-03,Kharif     ,5,1,0.2
, 2003-04,Kharif     ,5,1,0.2
, 2004-05,Kharif     ,7,2,0.29
, 2005-06,Kharif     ,10,3,0.3
, 2006-07,Kharif     ,12,3,0.25
, 2007-08,Kharif     ,2,1,0.5
, 2009-10,Kharif     ,14,3,0.21
, 2010-11,Kharif     ,5,1,0.2
, 2011-12,Kharif     ,3,1,0.33
, 2013-14,Kharif     ,2,1,0.5
, 2014-15,Kharif     ,3,1,0.33
, 2019-20,Kharif     ,1,1,1
, 2020-21,Kharif     ,3,1,0.33
 13.UTTAR KASHI, 2000-01,Kharif     ,808,142,0.18
, 2001-02,Kharif     ,756,132,0.17
, 2002-03,Kharif     ,594,77,0.13
, 2003-04,Kharif     ,686,86,0.13
, 2004-05,Kharif     ,676,152,0.22
, 2005-06,Kharif     ,908,250,0.28
, 2006-07,Kharif     ,726,163,0.22
, 2007-08,Kharif     ,775,174,0.22
, 2008-09,Kharif     ,599,135,0.23
, 2009-10,Kharif     ,737,162,0.22
, 2010-11,Kharif     ,827,187,0.23
, 2011-12,Kharif     ,673,169,0.25
, 2012-13,Kharif     ,733,218,0.3
, 2013-14,Kharif     ,588,174,0.3
, 2014-15,Kharif     ,532,157,0.3
, 2015-16,Kharif     ,649,195,0.3
, 2016-17,Kharif     ,671,227,0.34
, 2017-18,Kharif     ,704,237,0.34
, 2018-19,Kharif     ,615,212,0.34
, 2019-20,Kharif     ,756,261,0.35
, 2020-21,Kharif     ,662,179,0.27
Total - Sesamum,,,41299,9622,0.23
Small millets,,,,,
 1.ALMORA, 2000-01,Kharif     ,15012,16709,1.11
, 2001-02,Kharif     ,16940,20882,1.23
, 2002-03,Kharif     ,14208,11202,0.79
, 2006-07,Kharif     ,14423,17703,1.23
, 2009-10,Kharif     ,14453,13895,0.96
, 2011-12,Kharif     ,14870,18366,1.24
, 2012-13,Kharif     ,14301,17299,1.21
, 2013-14,Kharif     ,14424,15518,1.08
, 2014-15,Kharif     ,12912,16340,1.27
, 2015-16,Kharif     ,12231,13426,1.1
, 2016-17,Kharif     ,12878,16347,1.27
, 2017-18,Kharif     ,11531,14730,1.28
, 2018-19,Kharif     ,13189,14024,1.06
, 2019-20,Kharif     ,12387,13919,1.12
, 2020-21,Kharif     ,10831,13552,1.25
 2.BAGESHWAR, 2000-01,Kharif     ,681,752,1.1
, 2001-02,Kharif     ,1340,1962,1.46
, 2002-03,Kharif     ,1125,675,0.6
, 2006-07,Kharif     ,2192,1974,0.9
, 2009-10,Kharif     ,1064,1196,1.12
, 2011-12,Kharif     ,881,543,0.62
, 2012-13,Kharif     ,1379,1034,0.75
, 2013-14,Kharif     ,1134,856,0.75
, 2014-15,Kharif     ,712,837,1.18
, 2015-16,Kharif     ,697,714,1.02
, 2016-17,Kharif     ,772,796,1.03
, 2017-18,Kharif     ,775,633,0.82
, 2018-19,Kharif     ,844,886,1.05
, 2019-20,Kharif     ,614,776,1.26
, 2020-21,Kharif     ,484,696,1.44
 3.CHAMOLI, 2000-01,Kharif     ,4830,4558,0.94
, 2001-02,Kharif     ,4564,3443,0.75
, 2002-03,Kharif     ,5602,4600,0.82
, 2006-07,Kharif     ,4453,4569,1.03
, 2009-10,Kharif     ,4636,4474,0.97
, 2011-12,Kharif     ,5074,5061,1
, 2012-13,Kharif     ,6197,6732,1.09
, 2013-14,Kharif     ,4989,5364,1.08
, 2014-15,Kharif     ,5036,5913,1.17
, 2015-16,Kharif     ,5082,6547,1.29
, 2016-17,Kharif     ,5401,7075,1.31
, 2017-18,Kharif     ,5302,7033,1.33
, 2018-19,Kharif     ,5149,6715,1.3
, 2019-20,Kharif     ,4914,6285,1.28
, 2020-21,Kharif     ,4927,7372,1.5
 4.CHAMPAWAT, 2000-01,Kharif     ,1027,1522,1.48
, 2001-02,Kharif     ,1002,1506,1.5
, 2002-03,Kharif     ,750,920,1.23
, 2006-07,Kharif     ,1148,1335,1.16
, 2009-10,Kharif     ,706,944,1.34
, 2011-12,Kharif     ,1369,1773,1.3
, 2012-13,Kharif     ,1009,1280,1.27
, 2013-14,Kharif     ,712,942,1.32
, 2014-15,Kharif     ,944,1302,1.38
, 2015-16,Kharif     ,693,1005,1.45
, 2016-17,Kharif     ,950,1349,1.42
, 2017-18,Kharif     ,815,1433,1.76
, 2018-19,Kharif     ,828,1248,1.51
, 2019-20,Kharif     ,718,1059,1.47
, 2020-21,Kharif     ,731,1219,1.67
 5.DEHRADUN, 2000-01,Kharif     ,2009,1341,0.67
, 2001-02,Kharif     ,1667,1430,0.86
, 2002-03,Kharif     ,3152,2371,0.75
, 2006-07,Kharif     ,1494,1180,0.79
, 2009-10,Kharif     ,1420,1099,0.77
, 2011-12,Kharif     ,1497,1330,0.89
, 2012-13,Kharif     ,1192,1136,0.95
, 2013-14,Kharif     ,1018,996,0.98
, 2014-15,Kharif     ,998,1237,1.24
, 2015-16,Kharif     ,1033,1138,1.1
, 2016-17,Kharif     ,1005,963,0.96
, 2017-18,Kharif     ,909,958,1.05
, 2018-19,Kharif     ,580,580,1
, 2019-20,Kharif     ,733,823,1.12
, 2020-21,Kharif     ,610,921,1.51
 6.NAINITAL, 2000-01,Kharif     ,559,723,1.29
, 2001-02,Kharif     ,605,754,1.25
, 2002-03,Kharif     ,892,904,1.01
, 2006-07,Kharif     ,564,753,1.34
, 2009-10,Kharif     ,605,909,1.5
, 2011-12,Kharif     ,538,696,1.29
, 2012-13,Kharif     ,552,641,1.16
, 2013-14,Kharif     ,523,790,1.51
, 2014-15,Kharif     ,448,648,1.45
, 2015-16,Kharif     ,523,713,1.36
, 2016-17,Kharif     ,460,646,1.4
, 2017-18,Kharif     ,217,312,1.44
, 2018-19,Kharif     ,253,302,1.19
, 2019-20,Kharif     ,157,178,1.13
, 2020-21,Kharif     ,132,191,1.45
 7.PAURI GARHWAL, 2000-01,Kharif     ,18981,21676,1.14
, 2001-02,Kharif     ,19026,23206,1.22
, 2002-03,Kharif     ,20545,16086,0.78
, 2006-07,Kharif     ,20104,22993,1.14
, 2009-10,Kharif     ,16559,18299,1.11
, 2011-12,Kharif     ,15536,19438,1.25
, 2012-13,Kharif     ,15014,18013,1.2
, 2013-14,Kharif     ,15122,18321,1.21
, 2014-15,Kharif     ,14005,17113,1.22
, 2015-16,Kharif     ,12606,15401,1.22
, 2016-17,Kharif     ,13004,16994,1.31
, 2017-18,Kharif     ,10372,14140,1.36
, 2018-19,Kharif     ,9742,12053,1.24
, 2019-20,Kharif     ,9003,12074,1.34
, 2020-21,Kharif     ,8159,10630,1.3
 8.PITHORAGARH, 2000-01,Kharif     ,950,1338,1.41
, 2001-02,Kharif     ,1217,1549,1.27
, 2002-03,Kharif     ,901,1123,1.25
, 2006-07,Kharif     ,1160,1666,1.44
, 2009-10,Kharif     ,1174,1690,1.44
, 2011-12,Kharif     ,1250,1891,1.51
, 2012-13,Kharif     ,1809,1951,1.08
, 2013-14,Kharif     ,1695,1869,1.1
, 2014-15,Kharif     ,1336,1808,1.35
, 2015-16,Kharif     ,1031,1428,1.39
, 2016-17,Kharif     ,1025,1219,1.19
, 2017-18,Kharif     ,867,1176,1.36
, 2018-19,Kharif     ,1087,1398,1.29
, 2019-20,Kharif     ,1029,1516,1.47
, 2020-21,Kharif     ,890,1217,1.37
 9.RUDRA PRAYAG, 2000-01,Kharif     ,2823,3573,1.27
, 2001-02,Kharif     ,2942,2805,0.95
, 2002-03,Kharif     ,2694,2971,1.1
, 2006-07,Kharif     ,2781,3484,1.25
, 2009-10,Kharif     ,3028,4558,1.51
, 2011-12,Kharif     ,2833,4382,1.55
, 2012-13,Kharif     ,2541,3971,1.56
, 2013-14,Kharif     ,3065,4820,1.57
, 2014-15,Kharif     ,2949,4732,1.6
, 2015-16,Kharif     ,3300,5176,1.57
, 2016-17,Kharif     ,2893,3883,1.34
, 2017-18,Kharif     ,3260,4877,1.5
, 2018-19,Kharif     ,3627,3900,1.08
, 2019-20,Kharif     ,3135,4805,1.53
, 2020-21,Kharif     ,2966,4422,1.49
 10.TEHRI GARHWAL, 2000-01,Kharif     ,21097,24628,1.17
, 2001-02,Kharif     ,19117,21697,1.13
, 2002-03,Kharif     ,18199,18632,1.02
, 2006-07,Kharif     ,17934,22649,1.26
, 2009-10,Kharif     ,16352,13914,0.85
, 2011-12,Kharif     ,16354,21691,1.33
, 2012-13,Kharif     ,16702,23711,1.42
, 2013-14,Kharif     ,15082,22233,1.47
, 2014-15,Kharif     ,15909,24118,1.52
, 2015-16,Kharif     ,16001,23142,1.45
, 2016-17,Kharif     ,15440,23374,1.51
, 2017-18,Kharif     ,15096,19964,1.32
, 2018-19,Kharif     ,14146,21941,1.55
, 2019-20,Kharif     ,14165,22040,1.56
, 2020-21,Kharif     ,11639,19527,1.68
 11.UTTAR KASHI, 2000-01,Kharif     ,5195,3564,0.69
, 2001-02,Kharif     ,6106,4717,0.77
, 2002-03,Kharif     ,5111,3150,0.62
, 2006-07,Kharif     ,4797,5933,1.24
, 2009-10,Kharif     ,3914,3596,0.92
, 2011-12,Kharif     ,3741,4693,1.25
, 2012-13,Kharif     ,4361,4893,1.12
, 2013-14,Kharif     ,4371,4322,0.99
, 2014-15,Kharif     ,4285,4498,1.05
, 2015-16,Kharif     ,3373,3942,1.17
, 2016-17,Kharif     ,3639,5823,1.6
, 2017-18,Kharif     ,4016,5137,1.28
, 2018-19,Kharif     ,4384,5852,1.33
, 2019-20,Kharif     ,3450,4492,1.3
, 2020-21,Kharif     ,3400,5542,1.63
Total - Small millets,,,922599,1114533,1.21
Soyabean,,,,,
 1.ALMORA, 2000-01,Kharif     ,273,150,0.55
, 2001-02,Kharif     ,453,249,0.55
, 2002-03,Kharif     ,331,166,0.5
, 2003-04,Kharif     ,332,498,1.5
, 2004-05,Kharif     ,319,383,1.2
, 2005-06,Kharif     ,213,138,0.65
, 2006-07,Kharif     ,193,248,1.28
, 2007-08,Kharif     ,371,473,1.27
, 2008-09,Kharif     ,355,408,1.15
, 2009-10,Kharif     ,398,531,1.33
, 2010-11,Kharif     ,300,392,1.31
, 2011-12,Kharif     ,405,567,1.4
, 2012-13,Kharif     ,460,646,1.4
, 2013-14,Kharif     ,389,547,1.41
, 2014-15,Kharif     ,386,283,0.73
, 2015-16,Kharif     ,545,577,1.06
, 2016-17,Kharif     ,315,274,0.87
, 2017-18,Kharif     ,380,354,0.93
, 2018-19,Kharif     ,474,524,1.11
, 2019-20,Kharif     ,541,590,1.09
, 2020-21,Kharif     ,478,476,1
 2.BAGESHWAR, 2000-01,Kharif     ,116,81,0.7
, 2001-02,Kharif     ,186,112,0.6
, 2003-04,Kharif     ,75,107,1.43
, 2004-05,Kharif     ,60,72,1.2
, 2006-07,Kharif     ,20,25,1.25
, 2007-08,Kharif     ,7,9,1.29
, 2008-09,Kharif     ,45,54,1.2
, 2009-10,Kharif     ,7,9,1.29
, 2010-11,Kharif     ,70,93,1.33
, 2011-12,Kharif     ,178,251,1.41
, 2012-13,Kharif     ,42,59,1.4
, 2013-14,Kharif     ,26,37,1.42
, 2014-15,Kharif     ,25,20,0.8
, 2015-16,Kharif     ,98,76,0.78
, 2016-17,Kharif     ,78,79,1.01
, 2017-18,Kharif     ,102,103,1.01
, 2018-19,Kharif     ,87,80,0.92
, 2019-20,Kharif     ,33,36,1.09
, 2020-21,Kharif     ,36,36,1
 3.CHAMOLI, 2000-01,Kharif     ,361,237,0.66
, 2001-02,Kharif     ,179,118,0.66
, 2002-03,Kharif     ,266,160,0.6
, 2003-04,Kharif     ,514,699,1.36
, 2004-05,Kharif     ,249,274,1.1
, 2005-06,Kharif     ,342,214,0.63
, 2006-07,Kharif     ,541,362,0.67
, 2007-08,Kharif     ,363,318,0.88
, 2008-09,Kharif     ,350,359,1.03
, 2009-10,Kharif     ,390,399,1.02
, 2010-11,Kharif     ,436,435,1
, 2011-12,Kharif     ,475,474,1
, 2012-13,Kharif     ,367,374,1.02
, 2013-14,Kharif     ,386,394,1.02
, 2014-15,Kharif     ,536,576,1.07
, 2015-16,Kharif     ,475,436,0.92
, 2016-17,Kharif     ,408,374,0.92
, 2017-18,Kharif     ,595,552,0.93
, 2018-19,Kharif     ,595,678,1.14
, 2019-20,Kharif     ,509,596,1.17
, 2020-21,Kharif     ,548,747,1.36
 4.CHAMPAWAT, 2000-01,Kharif     ,963,578,0.6
, 2001-02,Kharif     ,1657,1077,0.65
, 2002-03,Kharif     ,1087,598,0.55
, 2003-04,Kharif     ,1089,1832,1.68
, 2004-05,Kharif     ,139,160,1.15
, 2006-07,Kharif     ,385,375,0.97
, 2007-08,Kharif     ,1050,998,0.95
, 2008-09,Kharif     ,911,888,0.97
, 2009-10,Kharif     ,598,583,0.97
, 2012-13,Kharif     ,260,254,0.98
, 2013-14,Kharif     ,102,100,0.98
, 2014-15,Kharif     ,348,279,0.8
, 2015-16,Kharif     ,595,647,1.09
, 2016-17,Kharif     ,923,923,1
, 2017-18,Kharif     ,1003,992,0.99
, 2018-19,Kharif     ,556,765,1.38
, 2019-20,Kharif     ,475,538,1.13
, 2020-21,Kharif     ,478,623,1.3
 5.DEHRADUN, 2001-02,Kharif     ,23,14,0.61
, 2002-03,Kharif     ,8,4,0.5
, 2003-04,Kharif     ,11,14,1.27
, 2004-05,Kharif     ,9,11,1.22
, 2005-06,Kharif     ,5,4,0.8
, 2006-07,Kharif     ,14,11,0.79
, 2007-08,Kharif     ,7,6,0.86
, 2008-09,Kharif     ,7,5,0.71
, 2009-10,Kharif     ,10,7,0.7
, 2010-11,Kharif     ,14,12,0.86
, 2011-12,Kharif     ,13,11,0.85
, 2012-13,Kharif     ,12,17,1.42
, 2013-14,Kharif     ,7,6,0.86
, 2014-15,Kharif     ,18,17,0.94
, 2015-16,Kharif     ,32,28,0.88
, 2016-17,Kharif     ,16,9,0.56
, 2017-18,Kharif     ,24,12,0.5
, 2018-19,Kharif     ,26,14,0.54
, 2019-20,Kharif     ,15,18,1.2
, 2020-21,Kharif     ,18,25,1.39
 6.HARIDWAR, 2004-05,Kharif     ,2,2,1
, 2005-06,Kharif     ,5,3,0.6
, 2008-09,Kharif     ,3,3,1
, 2015-16,Kharif     ,1,1,1
 7.NAINITAL, 2000-01,Kharif     ,2190,1654,0.76
, 2001-02,Kharif     ,4416,3001,0.68
, 2002-03,Kharif     ,6798,4686,0.69
, 2003-04,Kharif     ,8462,7969,0.94
, 2004-05,Kharif     ,8690,12072,1.39
, 2005-06,Kharif     ,8034,9829,1.22
, 2006-07,Kharif     ,5578,8565,1.54
, 2007-08,Kharif     ,5434,8239,1.52
, 2008-09,Kharif     ,4096,5799,1.42
, 2009-10,Kharif     ,4990,9877,1.98
, 2010-11,Kharif     ,5443,10185,1.87
, 2011-12,Kharif     ,5612,10757,1.92
, 2012-13,Kharif     ,5670,15487,2.73
, 2013-14,Kharif     ,6089,11008,1.81
, 2014-15,Kharif     ,6950,11030,1.59
, 2015-16,Kharif     ,6922,10957,1.58
, 2016-17,Kharif     ,6755,9220,1.36
, 2017-18,Kharif     ,5780,8063,1.39
, 2018-19,Kharif     ,5280,5676,1.08
, 2019-20,Kharif     ,4560,4697,1.03
, 2020-21,Kharif     ,3860,4574,1.18
 8.PAURI GARHWAL, 2000-01,Kharif     ,330,182,0.55
, 2001-02,Kharif     ,387,213,0.55
, 2002-03,Kharif     ,300,150,0.5
, 2003-04,Kharif     ,370,341,0.92
, 2004-05,Kharif     ,348,348,1
, 2005-06,Kharif     ,440,234,0.53
, 2006-07,Kharif     ,364,209,0.57
, 2007-08,Kharif     ,313,250,0.8
, 2008-09,Kharif     ,278,202,0.73
, 2009-10,Kharif     ,266,186,0.7
, 2010-11,Kharif     ,382,274,0.72
, 2011-12,Kharif     ,380,93,0.24
, 2012-13,Kharif     ,319,198,0.62
, 2013-14,Kharif     ,322,199,0.62
, 2014-15,Kharif     ,351,99,0.28
, 2015-16,Kharif     ,469,375,0.8
, 2016-17,Kharif     ,416,208,0.5
, 2017-18,Kharif     ,296,151,0.51
, 2018-19,Kharif     ,269,141,0.52
, 2019-20,Kharif     ,178,227,1.28
, 2020-21,Kharif     ,236,274,1.16
 9.PITHORAGARH, 2000-01,Kharif     ,1169,818,0.7
, 2001-02,Kharif     ,1207,785,0.65
, 2002-03,Kharif     ,1513,908,0.6
, 2003-04,Kharif     ,1145,1718,1.5
, 2004-05,Kharif     ,1343,1704,1.27
, 2005-06,Kharif     ,1734,2915,1.68
, 2006-07,Kharif     ,1109,1650,1.49
, 2007-08,Kharif     ,1129,1524,1.35
, 2008-09,Kharif     ,1107,1273,1.15
, 2009-10,Kharif     ,928,1338,1.44
, 2010-11,Kharif     ,690,1059,1.53
, 2011-12,Kharif     ,591,906,1.53
, 2012-13,Kharif     ,882,1306,1.48
, 2013-14,Kharif     ,710,965,1.36
, 2014-15,Kharif     ,709,643,0.91
, 2015-16,Kharif     ,1023,1113,1.09
, 2016-17,Kharif     ,1032,1217,1.18
, 2017-18,Kharif     ,1101,1399,1.27
, 2018-19,Kharif     ,734,837,1.14
, 2019-20,Kharif     ,603,778,1.29
, 2020-21,Kharif     ,748,1040,1.39
 10.RUDRA PRAYAG, 2000-01,Kharif     ,58,38,0.66
, 2001-02,Kharif     ,73,37,0.51
, 2002-03,Kharif     ,40,18,0.45
, 2003-04,Kharif     ,46,91,1.98
, 2004-05,Kharif     ,70,70,1
, 2005-06,Kharif     ,65,36,0.55
, 2006-07,Kharif     ,38,22,0.58
, 2007-08,Kharif     ,64,58,0.91
, 2008-09,Kharif     ,72,68,0.94
, 2009-10,Kharif     ,129,129,1
, 2010-11,Kharif     ,57,55,0.96
, 2011-12,Kharif     ,37,35,0.95
, 2012-13,Kharif     ,85,70,0.82
, 2013-14,Kharif     ,51,42,0.82
, 2014-15,Kharif     ,65,54,0.83
, 2015-16,Kharif     ,80,65,0.81
, 2016-17,Kharif     ,62,32,0.52
, 2017-18,Kharif     ,134,70,0.52
, 2018-19,Kharif     ,137,72,0.53
, 2019-20,Kharif     ,60,70,1.17
, 2020-21,Kharif     ,50,58,1.16
 11.TEHRI GARHWAL, 2000-01,Kharif     ,693,416,0.6
, 2001-02,Kharif     ,669,318,0.48
, 2002-03,Kharif     ,542,233,0.43
, 2003-04,Kharif     ,460,414,0.9
, 2004-05,Kharif     ,580,551,0.95
, 2005-06,Kharif     ,658,400,0.61
, 2006-07,Kharif     ,456,283,0.62
, 2007-08,Kharif     ,768,902,1.17
, 2008-09,Kharif     ,831,769,0.93
, 2009-10,Kharif     ,418,383,0.92
, 2010-11,Kharif     ,491,406,0.83
, 2011-12,Kharif     ,719,617,0.86
, 2012-13,Kharif     ,605,542,0.9
, 2013-14,Kharif     ,574,514,0.9
, 2014-15,Kharif     ,569,565,0.99
, 2015-16,Kharif     ,882,838,0.95
, 2016-17,Kharif     ,717,374,0.52
, 2017-18,Kharif     ,595,405,0.68
, 2018-19,Kharif     ,610,548,0.9
, 2019-20,Kharif     ,635,813,1.28
, 2020-21,Kharif     ,511,593,1.16
 12.UDAM SINGH NAGAR, 2000-01,Kharif     ,118,89,0.75
, 2001-02,Kharif     ,132,99,0.75
, 2002-03,Kharif     ,413,281,0.68
, 2003-04,Kharif     ,1355,1133,0.84
, 2004-05,Kharif     ,1439,2002,1.39
, 2005-06,Kharif     ,1345,2059,1.53
, 2006-07,Kharif     ,191,286,1.5
, 2007-08,Kharif     ,167,267,1.6
, 2008-09,Kharif     ,116,168,1.45
, 2009-10,Kharif     ,88,170,1.93
, 2010-11,Kharif     ,40,47,1.18
, 2011-12,Kharif     ,217,281,1.29
, 2012-13,Kharif     ,183,286,1.56
, 2013-14,Kharif     ,372,421,1.13
, 2014-15,Kharif     ,643,592,0.92
, 2015-16,Kharif     ,619,655,1.06
, 2016-17,Kharif     ,502,685,1.36
, 2017-18,Kharif     ,339,473,1.4
, 2018-19,Kharif     ,204,270,1.32
, 2019-20,Kharif     ,202,229,1.13
, 2020-21,Kharif     ,177,231,1.31
 13.UTTAR KASHI, 2000-01,Kharif     ,207,139,0.67
, 2001-02,Kharif     ,306,153,0.5
, 2002-03,Kharif     ,190,91,0.48
, 2003-04,Kharif     ,139,229,1.65
, 2004-05,Kharif     ,99,119,1.2
, 2005-06,Kharif     ,44,28,0.64
, 2006-07,Kharif     ,438,293,0.67
, 2007-08,Kharif     ,190,190,1
, 2008-09,Kharif     ,157,137,0.87
, 2009-10,Kharif     ,48,48,1
, 2010-11,Kharif     ,212,216,1.02
, 2011-12,Kharif     ,414,422,1.02
, 2012-13,Kharif     ,182,176,0.97
, 2013-14,Kharif     ,144,141,0.98
, 2014-15,Kharif     ,172,169,0.98
, 2015-16,Kharif     ,199,182,0.91
, 2016-17,Kharif     ,207,217,1.05
, 2017-18,Kharif     ,188,185,0.98
, 2018-19,Kharif     ,82,76,0.93
, 2019-20,Kharif     ,192,246,1.28
, 2020-21,Kharif     ,106,123,1.16
Total - Soyabean,,,208070,261226,1.26
Sunflower,,,,,
 1.ALMORA, 2002-03,Kharif     ,4,2,0.5
, 2003-04,Kharif     ,13,12,0.92
, 2004-05,Kharif     ,2,2,1
, 2013-14,Kharif     ,9,9,1
 2.BAGESHWAR, 2002-03,Kharif     ,58,35,0.6
 3.CHAMOLI, 2003-04,Kharif     ,4,4,1
 4.DEHRADUN, 2000-01,Kharif     ,8,7,0.88
, 2001-02,Kharif     ,5,5,1
, 2002-03,Kharif     ,24,13,0.54
, 2003-04,Kharif     ,10,10,1
, 2005-06,Kharif     ,2,2,1
, 2011-12,Kharif     ,4,2,0.5
, 2012-13,Kharif     ,1,1,1
, 2013-14,Kharif     ,6,6,1
, 2015-16,Kharif     ,3,3,1
, 2018-19,Kharif     ,5,3,0.6
, 2020-21,Kharif     ,2,1,0.5
 5.HARIDWAR, 2001-02,Kharif     ,1,,0
, 2003-04,Kharif     ,35,35,1
, 2005-06,Kharif     ,1,1,1
, 2011-12,Kharif     ,3,2,0.67
 6.NAINITAL, 2006-07,Kharif     ,8,10,1.25
, 2011-12,Kharif     ,6,2,0.33
, 2013-14,Kharif     ,1,1,1
, 2015-16,Kharif     ,30,29,0.97
, 2020-21,Kharif     ,1,1,1
 7.PAURI GARHWAL, 2002-03,Kharif     ,19,12,0.63
, 2004-05,Kharif     ,3,3,1
, 2011-12,Kharif     ,10,4,0.4
, 2013-14,Kharif     ,23,22,0.96
, 2019-20,Kharif     ,3,2,0.67
 8.PITHORAGARH, 2000-01,Kharif     ,164,164,1
, 2016-17,Kharif     ,7,4,0.57
 9.TEHRI GARHWAL, 2019-20,Kharif     ,1,1,1
 10.UDAM SINGH NAGAR, 2000-01,Kharif     ,41,56,1.37
, 2001-02,Kharif     ,41,41,1
